,AWAY_LAST_GAME_OE,HOME_LAST_GAME_OE,HOME_W,SEASON
38,0.5818181818181818,0.5964912280701754,Win,2020
39,0.6153846153846154,0.4957264957264957,Win,2020
40,0.5660377358490566,0.5585585585585585,Win,2020
41,0.6396396396396397,0.5545454545454546,Win,2020
42,0.6086956521739131,0.5267857142857143,Win,2020
43,0.6116504854368932,0.5486725663716814,Win,2020
44,0.5196078431372549,0.5462184873949579,Loss,2020
45,0.6046511627906976,0.5945945945945946,Win,2020
46,0.6306306306306306,0.5350877192982456,Loss,2020
47,0.4642857142857143,0.5826086956521739,Loss,2020
48,0.6083333333333333,0.6198347107438017,Win,2020
49,0.6068376068376068,0.4636363636363636,Win,2020
50,0.5545454545454546,0.6129032258064516,Loss,2020
51,0.4862385321100917,0.5423728813559322,Loss,2020
52,0.5428571428571428,0.5288461538461539,Loss,2020
53,0.6065573770491803,0.5454545454545454,Loss,2020
54,0.5178571428571429,0.5428571428571428,Loss,2020
55,0.5583333333333333,0.6052631578947368,Win,2020
56,0.5462962962962963,0.5725806451612904,Win,2020
57,0.5803571428571429,0.5169491525423728,Loss,2020
58,0.543859649122807,0.5307692307692308,Win,2020
59,0.5546218487394958,0.5299145299145299,Win,2020
60,0.4916666666666666,0.4485981308411215,Win,2020
61,0.504424778761062,0.576271186440678,Win,2020
62,0.5365853658536586,0.5315315315315315,Win,2020
63,0.5,0.6218487394957983,Win,2020
64,0.528,0.5614035087719298,Loss,2020
65,0.5803571428571429,0.5,Loss,2020
66,0.5315315315315315,0.5677966101694916,Loss,2020
67,0.6115702479338843,0.6461538461538462,Loss,2020
68,0.5982905982905983,0.5227272727272727,Win,2020
72,0.5703125,0.6166666666666667,Win,2020
73,0.4587155963302752,0.5192307692307693,Loss,2020
74,0.6062992125984252,0.4864864864864865,Win,2020
75,0.6416666666666667,0.6166666666666667,Loss,2020
76,0.5916666666666667,0.5,Loss,2020
77,0.626984126984127,0.626984126984127,Win,2020
78,0.5714285714285714,0.6153846153846154,Loss,2020
79,0.6068376068376068,0.6060606060606061,Loss,2020
80,0.5775862068965517,0.6194690265486725,Win,2020
81,0.5378151260504201,0.5,Win,2020
82,0.4745762711864407,0.4814814814814814,Loss,2020
83,0.4957983193277311,0.6,Win,2020
84,0.4818181818181818,0.4954954954954955,Win,2020
85,0.6120689655172413,0.5135135135135135,Win,2020
86,0.6016949152542372,0.5794392523364486,Loss,2020
87,0.6060606060606061,0.6136363636363636,Win,2020
88,0.5950413223140496,0.5321100917431193,Loss,2020
89,0.5462962962962963,0.5420560747663551,Loss,2020
90,0.6030534351145038,0.625,Loss,2020
91,0.6446280991735537,0.5178571428571429,Win,2020
92,0.5470085470085471,0.4814814814814814,Win,2020
93,0.5607476635514018,0.6260869565217392,Loss,2020
94,0.5785123966942148,0.6377952755905512,Win,2020
95,0.5700934579439252,0.5130434782608696,Win,2020
96,0.6377952755905512,0.5258620689655172,Loss,2020
97,0.62,0.55,Loss,2020
98,0.5737704918032787,0.5433070866141733,Loss,2020
99,0.5655737704918032,0.5714285714285714,Loss,2020
100,0.6046511627906976,0.6423357664233577,Win,2020
101,0.5677966101694916,0.5210084033613446,Win,2020
102,0.5798319327731093,0.5213675213675214,Win,2020
103,0.5409836065573771,0.5673076923076923,Loss,2020
104,0.6129032258064516,0.5740740740740741,Win,2020
105,0.5752212389380531,0.64,Loss,2020
106,0.5575221238938053,0.4705882352941176,Loss,2020
107,0.660377358490566,0.6666666666666666,Win,2020
108,0.504950495049505,0.6320754716981132,Win,2020
109,0.5263157894736842,0.5583333333333333,Win,2020
110,0.5634920634920635,0.5945945945945946,Win,2020
111,0.504424778761062,0.5688073394495413,Win,2020
112,0.5083333333333333,0.4814814814814814,Win,2020
113,0.608,0.5932203389830508,Win,2020
114,0.5877192982456141,0.4299065420560747,Win,2020
115,0.51,0.4736842105263157,Win,2020
116,0.5728155339805825,0.5702479338842975,Loss,2020
117,0.6209677419354839,0.5490196078431373,Win,2020
118,0.4952380952380952,0.5357142857142857,Win,2020
119,0.5871559633027523,0.5528455284552846,Win,2020
120,0.5775862068965517,0.6055045871559633,Loss,2020
121,0.5288461538461539,0.5793650793650794,Win,2020
122,0.5714285714285714,0.627906976744186,Loss,2020
123,0.5446428571428571,0.5089285714285714,Loss,2020
124,0.5901639344262295,0.5905511811023622,Win,2020
125,0.639344262295082,0.4594594594594595,Loss,2020
126,0.6106194690265486,0.5517241379310345,Win,2020
127,0.5470085470085471,0.5833333333333334,Win,2020
128,0.3883495145631068,0.5217391304347826,Win,2020
129,0.5555555555555556,0.5932203389830508,Loss,2020
130,0.5294117647058824,0.5299145299145299,Win,2020
131,0.592,0.5714285714285714,Win,2020
132,0.5405405405405406,0.6299212598425197,Loss,2020
133,0.65625,0.5267857142857143,Loss,2020
134,0.5042735042735043,0.4736842105263157,Loss,2020
135,0.6129032258064516,0.5,Win,2020
136,0.512396694214876,0.5922330097087378,Win,2020
137,0.5446428571428571,0.5714285714285714,Loss,2020
141,0.5338983050847458,0.5826086956521739,Win,2020
142,0.5431034482758621,0.578125,Win,2020
143,0.5845070422535211,0.4636363636363636,Loss,2020
144,0.5904761904761905,0.4711538461538461,Loss,2020
145,0.5357142857142857,0.5625,Win,2020
146,0.5666666666666667,0.546875,Loss,2020
147,0.631578947368421,0.5877192982456141,Loss,2020
148,0.6052631578947368,0.4732142857142857,Loss,2020
149,0.6016949152542372,0.5491803278688525,Loss,2020
150,0.5252525252525253,0.5398230088495575,Loss,2020
151,0.591304347826087,0.5775862068965517,Win,2020
152,0.6017699115044248,0.5793650793650794,Win,2020
153,0.6101694915254238,0.5462184873949579,Win,2020
154,0.5725806451612904,0.5546218487394958,Win,2020
155,0.5739130434782609,0.5,Win,2020
156,0.5137614678899083,0.6124031007751938,Win,2020
157,0.6546762589928058,0.5818181818181818,Loss,2020
158,0.5737704918032787,0.5225225225225225,Loss,2020
159,0.5258620689655172,0.5365853658536586,Loss,2020
160,0.5495495495495496,0.6535433070866141,Loss,2020
161,0.6324786324786325,0.528,Loss,2020
162,0.5454545454545454,0.5785123966942148,Loss,2020
163,0.5,0.5798319327731093,Win,2020
164,0.4953271028037383,0.4423076923076923,Loss,2020
165,0.5327102803738317,0.5528455284552846,Win,2020
166,0.4782608695652174,0.6864406779661016,Win,2020
167,0.5882352941176471,0.4869565217391304,Win,2020
168,0.5338983050847458,0.5128205128205128,Loss,2020
169,0.5726495726495726,0.5396825396825397,Loss,2020
170,0.5819672131147541,0.5576923076923077,Win,2020
171,0.5480769230769231,0.5887850467289719,Loss,2020
172,0.5050505050505051,0.5508474576271186,Win,2020
173,0.5669291338582677,0.5590551181102362,Win,2020
174,0.5503875968992248,0.5315315315315315,Loss,2020
175,0.52,0.3173076923076923,Loss,2020
176,0.5775862068965517,0.5603448275862069,Loss,2020
177,0.5,0.6,Win,2020
178,0.4678899082568807,0.5847457627118644,Loss,2020
179,0.6016949152542372,0.4786324786324786,Loss,2020
180,0.5573770491803278,0.5609756097560976,Win,2020
181,0.5370370370370371,0.6306306306306306,Win,2020
182,0.5169491525423728,0.5445544554455446,Win,2020
183,0.6090909090909091,0.5384615384615384,Win,2020
184,0.5263157894736842,0.6018518518518519,Win,2020
185,0.624,0.5333333333333333,Loss,2020
186,0.5912408759124088,0.5636363636363636,Loss,2020
187,0.5641025641025641,0.5545454545454546,Loss,2020
188,0.5508474576271186,0.5398230088495575,Win,2020
189,0.4444444444444444,0.4741379310344827,Win,2020
190,0.5916666666666667,0.504950495049505,Win,2020
191,0.57,0.5514018691588785,Win,2020
192,0.495575221238938,0.5043478260869565,Loss,2020
193,0.5611510791366906,0.6028368794326241,Win,2020
194,0.6,0.5794392523364486,Win,2020
195,0.5945945945945946,0.5043478260869565,Win,2020
196,0.5252525252525253,0.504424778761062,Loss,2020
197,0.5736434108527132,0.4859813084112149,Loss,2020
198,0.5357142857142857,0.5210084033613446,Win,2020
199,0.5660377358490566,0.5042016806722689,Loss,2020
200,0.4732142857142857,0.5309734513274337,Win,2020
201,0.5181818181818182,0.5083333333333333,Win,2020
202,0.4954128440366973,0.5737704918032787,Win,2020
203,0.6083333333333333,0.6220472440944882,Loss,2020
204,0.5648148148148148,0.55,Win,2020
207,0.584070796460177,0.5726495726495726,Loss,2020
208,0.5046728971962616,0.6349206349206349,Win,2020
209,0.5806451612903226,0.5405405405405406,Win,2020
210,0.5819672131147541,0.5535714285714286,Win,2020
211,0.5491803278688525,0.6153846153846154,Loss,2020
212,0.5447154471544715,0.6386554621848739,Win,2020
213,0.6046511627906976,0.5175438596491229,Win,2020
214,0.5503875968992248,0.6090225563909775,Loss,2020
215,0.5725806451612904,0.6016260162601627,Loss,2020
216,0.5426356589147286,0.5203252032520326,Loss,2020
217,0.6101694915254238,0.5737704918032787,Win,2020
218,0.5126050420168067,0.5213675213675214,Win,2020
219,0.6074766355140186,0.6614173228346457,Loss,2020
220,0.632,0.4563106796116505,Loss,2020
221,0.5855855855855856,0.5546218487394958,Loss,2020
222,0.515625,0.6055045871559633,Win,2020
223,0.5752212389380531,0.56,Win,2020
224,0.5607476635514018,0.5739130434782609,Loss,2020
225,0.5555555555555556,0.6271186440677966,Win,2020
226,0.5376344086021505,0.5545454545454546,Win,2020
227,0.5398230088495575,0.5847457627118644,Win,2020
228,0.5,0.5431034482758621,Loss,2020
229,0.5596330275229358,0.5966386554621849,Loss,2020
230,0.495575221238938,0.5897435897435898,Win,2020
231,0.559322033898305,0.6198347107438017,Loss,2020
232,0.5045871559633027,0.5929203539823009,Win,2020
233,0.5181818181818182,0.6209677419354839,Loss,2020
234,0.6363636363636364,0.5471698113207547,Win,2020
235,0.6791044776119403,0.5350877192982456,Win,2020
236,0.5630252100840336,0.5950413223140496,Win,2020
237,0.4923076923076923,0.5495495495495496,Loss,2020
238,0.4574468085106383,0.646551724137931,Loss,2020
239,0.5826086956521739,0.6475409836065574,Loss,2020
240,0.6379310344827587,0.6036036036036037,Win,2020
241,0.6335877862595419,0.5309734513274337,Win,2020
242,0.6639344262295082,0.6564885496183206,Win,2020
243,0.5462184873949579,0.5470085470085471,Win,2020
244,0.6440677966101694,0.6296296296296297,Loss,2020
245,0.5811965811965812,0.6742424242424242,Loss,2020
246,0.5943396226415094,0.6377952755905512,Loss,2020
247,0.6475409836065574,0.5315315315315315,Win,2020
248,0.6126126126126126,0.5862068965517241,Win,2020
249,0.65,0.5175438596491229,Win,2020
250,0.5,0.6206896551724138,Win,2020
251,0.5555555555555556,0.5925925925925926,Win,2020
252,0.6608695652173913,0.5503875968992248,Loss,2020
253,0.5344827586206896,0.5344827586206896,Win,2020
254,0.5625,0.5528455284552846,Loss,2020
255,0.504424778761062,0.616,Loss,2020
256,0.5645161290322581,0.6134453781512605,Win,2020
257,0.4601769911504424,0.5126050420168067,Win,2020
258,0.575,0.5555555555555556,Win,2020
259,0.5454545454545454,0.6016949152542372,Win,2020
260,0.6330275229357798,0.5943396226415094,Win,2020
261,0.5338983050847458,0.5575221238938053,Loss,2020
262,0.5714285714285714,0.6134453781512605,Win,2020
263,0.5826086956521739,0.6186440677966102,Win,2020
264,0.4954128440366973,0.575,Loss,2020
265,0.4414414414414414,0.5426356589147286,Loss,2020
266,0.509090909090909,0.5648148148148148,Loss,2020
267,0.4867256637168141,0.5929203539823009,Win,2020
268,0.5188679245283019,0.5384615384615384,Loss,2020
269,0.4903846153846153,0.6201550387596899,Win,2020
273,0.6198347107438017,0.5178571428571429,Win,2020
274,0.608,0.675,Win,2020
275,0.5045045045045045,0.5172413793103449,Win,2020
276,0.6296296296296297,0.6086956521739131,Loss,2020
277,0.5798319327731093,0.5526315789473685,Loss,2020
278,0.5304347826086957,0.5648148148148148,Loss,2020
279,0.5555555555555556,0.5535714285714286,Loss,2020
280,0.6031746031746031,0.5619834710743802,Loss,2020
281,0.6218487394957983,0.5948275862068966,Win,2020
282,0.5546218487394958,0.5321100917431193,Loss,2020
283,0.5887096774193549,0.5636363636363636,Win,2020
284,0.5701754385964912,0.5546218487394958,Win,2020
285,0.6106194690265486,0.5614035087719298,Loss,2020
286,0.5151515151515151,0.5,Loss,2020
287,0.6015625,0.6451612903225806,Win,2020
288,0.5689655172413793,0.5833333333333334,Win,2020
289,0.5581395348837209,0.5047619047619047,Loss,2020
290,0.6545454545454545,0.6370967741935484,Loss,2020
291,0.6141732283464567,0.6,Win,2020
292,0.5932203389830508,0.5132743362831859,Win,2020
293,0.5968992248062015,0.6101694915254238,Win,2020
294,0.5476190476190477,0.5862068965517241,Win,2020
295,0.5321100917431193,0.4757281553398058,Win,2020
296,0.5555555555555556,0.5338983050847458,Loss,2020
297,0.6030534351145038,0.5701754385964912,Loss,2020
298,0.5423728813559322,0.6592592592592592,Win,2020
299,0.6129032258064516,0.6101694915254238,Loss,2020
300,0.5862068965517241,0.6076923076923076,Win,2020
301,0.5,0.4876033057851239,Win,2020
302,0.5666666666666667,0.5416666666666666,Loss,2020
303,0.5932203389830508,0.608,Loss,2020
304,0.626984126984127,0.5517241379310345,Loss,2020
305,0.5833333333333334,0.6148148148148148,Loss,2020
306,0.55,0.6134453781512605,Win,2020
307,0.6186440677966102,0.5354330708661418,Loss,2020
308,0.576,0.5470085470085471,Win,2020
309,0.5882352941176471,0.5166666666666667,Win,2020
310,0.6422764227642277,0.518796992481203,Win,2020
311,0.5575221238938053,0.632,Loss,2020
312,0.5818181818181818,0.6614173228346457,Loss,2020
313,0.4912280701754385,0.625,Loss,2020
314,0.6033057851239669,0.6052631578947368,Loss,2020
315,0.5862068965517241,0.5371900826446281,Win,2020
316,0.5321100917431193,0.5853658536585366,Loss,2020
317,0.5961538461538461,0.6166666666666667,Win,2020
318,0.4824561403508772,0.5476190476190477,Loss,2020
319,0.5641025641025641,0.6307692307692307,Loss,2020
320,0.532258064516129,0.5517241379310345,Loss,2020
321,0.4434782608695652,0.5952380952380952,Win,2020
322,0.5263157894736842,0.5726495726495726,Loss,2020
323,0.6062992125984252,0.5357142857142857,Win,2020
324,0.5950413223140496,0.5478260869565217,Win,2020
325,0.6031746031746031,0.5765765765765766,Win,2020
326,0.5491803278688525,0.4736842105263157,Win,2020
327,0.5188679245283019,0.5,Loss,2020
328,0.4587155963302752,0.4666666666666667,Win,2020
329,0.6268656716417911,0.528,Win,2020
330,0.5245901639344263,0.5081967213114754,Loss,2020
334,0.5689655172413793,0.5545454545454546,Win,2020
335,0.5423728813559322,0.5932203389830508,Win,2020
336,0.6384615384615384,0.6190476190476191,Win,2020
337,0.5535714285714286,0.631578947368421,Win,2020
338,0.495049504950495,0.635593220338983,Loss,2020
339,0.5619834710743802,0.639344262295082,Loss,2020
340,0.6111111111111112,0.5391304347826087,Win,2020
341,0.5897435897435898,0.5535714285714286,Loss,2020
342,0.5982142857142857,0.608,Loss,2020
343,0.5714285714285714,0.5575221238938053,Win,2020
344,0.575,0.5833333333333334,Win,2020
345,0.504950495049505,0.6339285714285714,Win,2020
346,0.5677966101694916,0.5094339622641509,Win,2020
347,0.5855855855855856,0.5833333333333334,Loss,2020
348,0.5675675675675675,0.5948275862068966,Loss,2020
349,0.4951456310679611,0.5491803278688525,Loss,2020
350,0.591304347826087,0.5833333333333334,Loss,2020
351,0.6129032258064516,0.5689655172413793,Loss,2020
352,0.5798319327731093,0.4851485148514851,Win,2020
353,0.5575221238938053,0.5916666666666667,Win,2020
354,0.6538461538461539,0.5643564356435643,Win,2020
355,0.5309734513274337,0.5371900826446281,Loss,2020
356,0.5132743362831859,0.5267857142857143,Loss,2020
357,0.5656565656565656,0.4672897196261682,Loss,2020
358,0.5785123966942148,0.6147540983606558,Loss,2020
359,0.6339285714285714,0.5299145299145299,Loss,2020
360,0.6106194690265486,0.5922330097087378,Loss,2020
361,0.5142857142857142,0.4536082474226804,Win,2020
362,0.6055045871559633,0.5526315789473685,Win,2020
363,0.5508474576271186,0.6238532110091743,Loss,2020
364,0.5392156862745098,0.5573770491803278,Loss,2020
365,0.631578947368421,0.504424778761062,Win,2020
366,0.5206611570247934,0.4587155963302752,Win,2020
367,0.5126050420168067,0.6333333333333333,Win,2020
368,0.6071428571428571,0.5916666666666667,Loss,2020
369,0.4579439252336448,0.6171875,Loss,2020
370,0.5545454545454546,0.5135135135135135,Win,2020
371,0.514018691588785,0.5673076923076923,Win,2020
372,0.5673076923076923,0.680672268907563,Loss,2020
373,0.6115702479338843,0.5819672131147541,Win,2020
374,0.6666666666666666,0.5423728813559322,Win,2020
375,0.576271186440678,0.5982905982905983,Loss,2020
376,0.5514018691588785,0.5689655172413793,Loss,2020
377,0.5905511811023622,0.5229357798165137,Loss,2020
378,0.5470085470085471,0.5636363636363636,Win,2020
379,0.5929203539823009,0.580952380952381,Win,2020
380,0.496,0.5306122448979592,Loss,2020
381,0.5126050420168067,0.591304347826087,Loss,2020
382,0.6484375,0.4770642201834862,Loss,2020
383,0.4642857142857143,0.5118110236220472,Loss,2020
384,0.5086206896551724,0.5245901639344263,Win,2020
385,0.5391304347826087,0.6,Win,2020
386,0.5517241379310345,0.5945945945945946,Loss,2020
387,0.4636363636363636,0.575,Win,2020
388,0.5526315789473685,0.5887850467289719,Loss,2020
389,0.5344827586206896,0.4903846153846153,Loss,2020
390,0.5462184873949579,0.5178571428571429,Win,2020
395,0.6016949152542372,0.5775862068965517,Win,2020
396,0.6031746031746031,0.4745762711864407,Loss,2020
397,0.5775862068965517,0.5681818181818182,Loss,2020
398,0.5478260869565217,0.512,Loss,2020
399,0.5086206896551724,0.6065573770491803,Loss,2020
400,0.5084745762711864,0.5934959349593496,Win,2020
401,0.5818181818181818,0.5225225225225225,Win,2020
402,0.5963302752293578,0.5887096774193549,Win,2020
403,0.5892857142857143,0.5701754385964912,Loss,2020
404,0.5309734513274337,0.5476190476190477,Win,2020
405,0.5333333333333333,0.6417910447761194,Win,2020
406,0.5084745762711864,0.5128205128205128,Win,2020
407,0.5727272727272728,0.4769230769230769,Win,2020
408,0.5664335664335665,0.5871559633027523,Loss,2020
409,0.640625,0.6355140186915887,Win,2020
410,0.6611570247933884,0.56,Loss,2020
411,0.4741379310344827,0.5344827586206896,Win,2020
412,0.514018691588785,0.6201550387596899,Win,2020
413,0.5169491525423728,0.532258064516129,Win,2020
414,0.5327102803738317,0.71875,Win,2020
415,0.6328125,0.6306306306306306,Win,2020
416,0.43,0.5826086956521739,Win,2020
417,0.5508474576271186,0.5210084033613446,Loss,2020
418,0.5490196078431373,0.6890756302521008,Win,2020
419,0.6086956521739131,0.495575221238938,Win,2020
420,0.6016260162601627,0.5148514851485149,Loss,2020
421,0.6097560975609756,0.6311475409836066,Win,2020
422,0.5966386554621849,0.5565217391304348,Win,2020
423,0.6153846153846154,0.6136363636363636,Loss,2020
424,0.6532258064516129,0.6166666666666667,Loss,2020
425,0.6017699115044248,0.5363636363636364,Loss,2020
426,0.5263157894736842,0.6209677419354839,Loss,2020
427,0.6220472440944882,0.5909090909090909,Loss,2020
428,0.5048543689320388,0.5714285714285714,Win,2020
429,0.5478260869565217,0.5983606557377049,Win,2020
430,0.5948275862068966,0.5470085470085471,Win,2020
431,0.572463768115942,0.6612903225806451,Win,2020
432,0.631578947368421,0.6048387096774194,Loss,2020
433,0.4910714285714285,0.5701754385964912,Win,2020
434,0.646551724137931,0.5818181818181818,Win,2020
435,0.5566037735849056,0.5892857142857143,Win,2020
436,0.5772357723577236,0.591304347826087,Win,2020
437,0.6018518518518519,0.4636363636363636,Loss,2020
438,0.6343283582089553,0.5877862595419847,Loss,2020
439,0.5725190839694656,0.5447154471544715,Loss,2020
440,0.5401459854014599,0.5803571428571429,Win,2020
441,0.5555555555555556,0.5691056910569106,Loss,2020
442,0.4916666666666666,0.6,Win,2020
443,0.6126126126126126,0.5546218487394958,Win,2020
444,0.6083333333333333,0.4862385321100917,Loss,2020
445,0.5354330708661418,0.5079365079365079,Loss,2020
446,0.6166666666666667,0.6171875,Win,2020
447,0.5677966101694916,0.5175438596491229,Loss,2020
448,0.5583333333333333,0.5867768595041323,Loss,2020
453,0.5405405405405406,0.5916666666666667,Win,2020
454,0.5740740740740741,0.5826086956521739,Win,2020
455,0.5887096774193549,0.6046511627906976,Win,2020
456,0.5,0.6046511627906976,Win,2020
457,0.5,0.488,Win,2020
458,0.5882352941176471,0.5853658536585366,Loss,2020
459,0.5042735042735043,0.5967741935483871,Win,2020
460,0.6371681415929203,0.6439393939393939,Win,2020
461,0.4851485148514851,0.6111111111111112,Win,2020
462,0.5625,0.5283018867924528,Loss,2020
463,0.5344827586206896,0.4666666666666667,Loss,2020
464,0.5929203539823009,0.5666666666666667,Win,2020
465,0.65625,0.6016260162601627,Loss,2020
466,0.648,0.5483870967741935,Win,2020
467,0.5221238938053098,0.5045045045045045,Win,2020
468,0.592,0.5192307692307693,Win,2020
469,0.5178571428571429,0.5596330275229358,Win,2020
470,0.504424778761062,0.4576271186440678,Loss,2020
471,0.5905511811023622,0.525,Win,2020
472,0.5658914728682171,0.4770642201834862,Loss,2020
473,0.5,0.5847457627118644,Loss,2020
474,0.5142857142857142,0.6335877862595419,Loss,2020
475,0.5294117647058824,0.4873949579831932,Win,2020
476,0.5084745762711864,0.5391304347826087,Win,2020
477,0.576271186440678,0.5862068965517241,Win,2020
478,0.4728682170542636,0.5950413223140496,Win,2020
479,0.6231884057971014,0.5740740740740741,Win,2020
480,0.5726495726495726,0.55,Win,2020
481,0.5737704918032787,0.6015037593984962,Loss,2020
482,0.5309734513274337,0.5154639175257731,Loss,2020
483,0.6014492753623188,0.5528455284552846,Win,2020
484,0.5597014925373134,0.5609756097560976,Win,2020
485,0.6239316239316239,0.6106870229007634,Win,2020
486,0.52,0.56,Loss,2020
487,0.5315315315315315,0.576271186440678,Win,2020
488,0.5193798449612403,0.5206611570247934,Loss,2020
489,0.5934959349593496,0.5267857142857143,Win,2020
490,0.5677966101694916,0.4876033057851239,Win,2020
491,0.6062992125984252,0.4583333333333333,Win,2020
492,0.5327868852459017,0.5909090909090909,Win,2020
493,0.5486725663716814,0.5538461538461539,Win,2020
494,0.5263157894736842,0.5819672131147541,Win,2020
495,0.4742268041237113,0.6062992125984252,Loss,2020
496,0.6532258064516129,0.5952380952380952,Win,2020
497,0.5403225806451613,0.5882352941176471,Loss,2020
498,0.5793650793650794,0.5396825396825397,Loss,2020
499,0.680327868852459,0.5701754385964912,Win,2020
500,0.5092592592592593,0.5517241379310345,Win,2020
501,0.5950413223140496,0.6301369863013698,Loss,2020
502,0.4509803921568627,0.6260869565217392,Win,2020
503,0.5384615384615384,0.4545454545454545,Win,2020
508,0.5964912280701754,0.608,Win,2020
509,0.5950413223140496,0.5396825396825397,Win,2020
510,0.5528455284552846,0.6216216216216216,Win,2020
511,0.5957446808510638,0.5882352941176471,Win,2020
512,0.5737704918032787,0.6046511627906976,Win,2020
513,0.5779816513761468,0.5196078431372549,Loss,2020
514,0.6106194690265486,0.4369747899159664,Loss,2020
515,0.5905511811023622,0.5546218487394958,Win,2020
516,0.55,0.5714285714285714,Loss,2020
517,0.5739130434782609,0.4521739130434782,Loss,2020
518,0.6050420168067226,0.4732142857142857,Loss,2020
519,0.5811965811965812,0.5689655172413793,Win,2020
520,0.5304347826086957,0.5392156862745098,Loss,2020
521,0.5132743362831859,0.59375,Loss,2020
522,0.559322033898305,0.6453900709219859,Win,2020
523,0.5363636363636364,0.6071428571428571,Win,2020
524,0.6923076923076923,0.5409836065573771,Loss,2020
525,0.5483870967741935,0.568,Win,2020
526,0.525,0.6422764227642277,Loss,2020
527,0.4960629921259842,0.5390625,Loss,2020
528,0.5327102803738317,0.5344827586206896,Win,2020
529,0.5258620689655172,0.575,Loss,2020
530,0.4705882352941176,0.5596330275229358,Win,2020
531,0.4727272727272727,0.5128205128205128,Loss,2020
532,0.5754716981132075,0.4859813084112149,Loss,2020
533,0.5158730158730159,0.5238095238095238,Win,2020
534,0.5535714285714286,0.6324786324786325,Win,2020
535,0.6456692913385826,0.4444444444444444,Loss,2020
536,0.5163934426229508,0.5254237288135594,Loss,2020
537,0.5094339622641509,0.5726495726495726,Win,2020
538,0.5365853658536586,0.584070796460177,Win,2020
539,0.4901960784313725,0.4913793103448275,Win,2020
540,0.4912280701754385,0.5641025641025641,Win,2020
541,0.4895833333333333,0.5391304347826087,Loss,2020
542,0.5042735042735043,0.5575221238938053,Win,2020
543,0.5725806451612904,0.5583333333333333,Loss,2020
544,0.4390243902439024,0.5476190476190477,Loss,2020
545,0.5851851851851851,0.5042016806722689,Win,2020
546,0.5789473684210527,0.5478260869565217,Loss,2020
547,0.5779816513761468,0.4818181818181818,Win,2020
548,0.5299145299145299,0.6521739130434783,Win,2020
549,0.4736842105263157,0.528,Loss,2020
550,0.5645161290322581,0.5546875,Loss,2020
551,0.5630252100840336,0.576271186440678,Win,2020
552,0.488,0.5677966101694916,Loss,2020
553,0.5873015873015873,0.4916666666666666,Loss,2020
554,0.5794392523364486,0.6746031746031746,Loss,2020
555,0.5504587155963303,0.5225225225225225,Win,2020
556,0.4747474747474747,0.5746268656716418,Win,2020
557,0.5666666666666667,0.5916666666666667,Win,2020
560,0.5736434108527132,0.4711538461538461,Win,2020
561,0.5714285714285714,0.5853658536585366,Loss,2020
562,0.5258620689655172,0.4864864864864865,Loss,2020
563,0.5391304347826087,0.5663716814159292,Loss,2020
564,0.4807692307692308,0.5726495726495726,Win,2020
565,0.559322033898305,0.57,Win,2020
566,0.4827586206896552,0.6017699115044248,Win,2020
567,0.5793103448275863,0.6052631578947368,Win,2020
568,0.5984251968503937,0.5142857142857142,Loss,2020
569,0.5901639344262295,0.5294117647058824,Win,2020
570,0.4747474747474747,0.5862068965517241,Win,2020
571,0.6259541984732825,0.6528925619834711,Loss,2020
572,0.68,0.6641221374045801,Loss,2020
